0.628318	-0.587785
1.25664	-0.951057
1.88495	-0.951058
2.51327	-0.587787
3.14159	-2.6536e-06
3.76991	0.587783
4.39823	0.951057
5.02654	0.951059
5.65486	0.587789
6.28318	5.30719e-06
6.9115	-0.587781
7.53982	-0.951056
8.16813	-0.95106
8.79645	-0.587791
9.42477	-7.96079e-06
10.0531	0.587778
10.6814	0.951055
11.3097	0.951061
11.938	0.587793
12.5664	1.06144e-05
13.1947	-0.587776
13.823	-0.951054
14.4513	-0.951062
15.0796	-0.587796
15.708	-1.3268e-05
16.3363	0.587774
16.9646	0.951053
17.5929	0.951062
18.2212	0.587798
18.8495	1.59216e-05
19.4779	-0.587772
20.1062	-0.951052
20.7345	-0.951063
21.3628	-0.5878
21.9911	-1.85752e-05
22.6194	0.58777
23.2478	0.951052
23.8761	0.951064
24.5044	0.587802
25.1327	2.12288e-05
25.761	-0.587768
26.3894	-0.951051
27.0177	-0.951065
27.646	-0.587804
28.2743	-2.38824e-05
28.9026	0.587766
29.5309	0.95105
30.1593	0.951066
30.7876	0.587806
31.4159	2.6536e-05
32.0442	-0.587763
32.6725	-0.951049
33.3009	-0.951066
33.9292	-0.587808
34.5575	-2.91896e-05
35.1858	0.587761
35.8141	0.951048
36.4424	0.951067
37.0708	0.587811
37.6991	3.18432e-05
38.3274	-0.587759
38.9557	-0.951048
39.584	-0.951068
40.2124	-0.587813
40.8407	-3.44968e-05
41.469	0.587757
42.0973	0.951047
42.7256	0.951069
43.3539	0.587815
43.9823	3.71504e-05
44.6106	-0.587755
45.2389	-0.951046
45.8672	-0.95107
46.4955	-0.587817
47.1239	-3.9804e-05
47.7522	0.587753
48.3805	0.951045
49.0088	0.951071
49.6371	0.587819
50.2654	4.24576e-05
50.8938	-0.58775
51.5221	-0.951044
52.1504	-0.951071
52.7787	-0.587821
53.407	-4.51112e-05
54.0353	0.587748
54.6637	0.951043
55.292	0.951072
55.9203	0.587823
56.5486	4.77647e-05
57.1769	-0.587746
57.8053	-0.951043
58.4336	-0.951073
59.0619	-0.587826
59.6902	-5.04183e-05
60.3185	0.587744
60.9468	0.951042
61.5752	0.951074
62.2035	0.587828
