0.6283	-0.6283	-0.568306
1.2566	-1.13661	-0.919551
1.8849	-1.33079	-0.919579
2.5132	-1.13667	-0.568379
3.1415	-0.62839	-8.95853e-05
3.7698	-8.95867e-05	0.568234
4.3981	0.508257	0.919523
5.0264	0.70249	0.919606
5.6547	0.508423	0.568451
6.283	0.000179165	0.000179171
6.9113	-0.628121	-0.568161
7.5396	-1.1365	-0.919496
8.1679	-1.33079	-0.919634
8.7962	-1.13678	-0.568524
9.4245	-0.628569	-0.000268756
10.0528	-0.000268768	0.568089
10.6811	0.508146	0.919468
11.3094	0.70249	0.919662
11.9377	0.508534	0.568596
12.566	0.00035832	0.000358341
13.1943	-0.627942	-0.568016
13.8226	-1.13639	-0.91944
14.4509	-1.33079	-0.919689
15.0792	-1.13689	-0.568668
15.7075	-0.628748	-0.000447927
16.3358	-0.00044796	0.567944
16.9641	0.508035	0.919412
17.5924	0.70249	0.919717
18.2207	0.508644	0.568741
18.849	0.000537463	0.000537512
19.4773	-0.627762	-0.567871
20.1056	-1.13628	-0.919385
20.7339	-1.33079	-0.919745
21.3622	-1.137	-0.568813
21.9905	-0.628927	-0.000627097
22.6188	-0.000627163	0.567799
23.2471	0.507924	0.919357
23.8754	0.70249	0.919772
24.5037	0.508755	0.568886
25.132	0.000716596	0.000716683
25.7603	-0.627583	-0.567726
26.3886	-1.13617	-0.919329
27.0169	-1.33079	-0.9198
27.6452	-1.13711	-0.568958
28.2735	-0.629106	-0.000806268
28.9018	-0.000806377	0.567654
29.5301	0.507814	0.919301
30.1584	0.702489	0.919827
30.7867	0.508866	0.569031
31.415	0.000895718	0.000895853
32.0433	-0.627404	-0.567581
32.6716	-1.13606	-0.919274
33.2999	-1.33079	-0.919855
33.9282	-1.13722	-0.569103
34.5565	-0.629285	-0.000985439
35.1848	-0.000985602	0.567509
35.8131	0.507703	0.919246
36.4414	0.702489	0.919883
37.0697	0.508976	0.569175
37.698	0.00107483	0.00107502
38.3263	-0.627225	-0.567436
38.9546	-1.13595	-0.919218
39.5829	-1.33079	-0.91991
40.2112	-1.13733	-0.569248
40.8395	-0.629464	-0.00116461
41.4678	-0.00116484	0.567363
42.0961	0.507592	0.91919
42.7244	0.702489	0.919938
43.3527	0.509087	0.56932
43.981	0.00125393	0.00125419
44.6093	-0.627046	-0.567291
45.2376	-1.13584	-0.919163
45.8659	-1.33079	-0.919965
46.4942	-1.13744	-0.569393
47.1225	-0.629643	-0.00134378
47.7508	-0.00134408	0.567218
48.3791	0.507481	0.919135
49.0074	0.702489	0.919993
49.6357	0.509197	0.569465
50.264	0.00143302	0.00143336
50.8923	-0.626866	-0.567146
51.5206	-1.13573	-0.919107
52.1489	-1.33079	-0.920021
52.7772	-1.13755	-0.569538
53.4055	-0.629823	-0.00152295
54.0338	-0.00152334	0.567073
54.6621	0.50737	0.919079
55.2904	0.702488	0.920048
55.9187	0.509308	0.56961
56.547	0.0016121	0.00161254
57.1753	-0.626687	-0.567001
57.8036	-1.13561	-0.919051
58.4319	-1.33079	-0.920076
59.0602	-1.13766	-0.569682
59.6885	-0.630002	-0.00170212
60.3168	-0.00170261	0.566928
60.9451	0.507259	0.919024
61.5734	0.702488	0.920103
62.2017	0.509418	0.569755
